# PathPlanner CSV Format:
# timeSeconds, xPositionMeters, yPositionMeters, headingDegrees, velocityMetersPerSecond, accelerationMetersPerSecondSq, curvatureRadPerMeter, holonomicRotationDegrees, angularVelocityDegreesPerSec, holonomicAngularVelocityDegreesPerSec
 0.0,1.8930295003447148,2.1486628687543092,0.015247740991771286,0,3.0,0.04278119268630484,0.0,0.0,0.0
 0.08971784358947177,1.9051034371046844,2.148666081910084,0.015247740991771286,0.2691535307684153,3.0,0.04278119268630484,0.0,0.7929990800673845,0.0
 0.12726605809286376,1.9173244704577086,2.1486756852890165,0.045023440551133956,0.3817981742785913,3.000000000000001,0.04091968456037859,0.0,0.9914874705178173,0.0
 0.1563371338731008,1.9296914350134617,2.1486916247585186,0.07384704794171297,0.4690114016193025,3.0000000000000018,0.03916370343966722,0.0,1.129063020001555,0.0
 0.18105928907916516,1.9422031653816172,2.148713846186001,0.10175991915961916,0.5431778672374956,3.000000000000002,0.03750577562699391,0.0,1.2310282435929274,0.0
 0.20302555177449702,1.954858496171849,2.148742295438877,0.12880100894375437,0.6090766553234912,3.0,0.03593905641354194,0.0,1.308709596225246,0.0
 0.2230498818144906,1.9676562619938307,2.148776918384557,0.15500704182507544,0.669149645443472,3.000000000000004,0.034457267599821144,0.0,1.3685353474726958,0.0
 0.24161398176229681,1.9805952974572365,2.1488176608904537,0.18041266879766427,0.7248419452868907,3.000000000000003,0.03305464428956394,0.0,1.4146309672093258,0.0
 0.25903049723594374,1.9936744371717399,2.148864468823978,0.2050506109275656,0.7770914917078314,2.999999999999997,0.03172588688187677,0.0,1.4498533763736317,0.0
 0.27551573682180847,2.0068925157470145,2.1489172880525422,0.22895179120145984,0.8265472104654256,2.9999999999999964,0.030466116303910523,0.0,1.476285825610927,0.0
 0.291226559264166,2.020248367792735,2.148976064443558,0.25214545568180236,0.8736796777924981,2.999999999999993,0.029270837117730982,0.0,1.4955048362874714,0.0
 0.3062808932821407,2.033740827918574,2.1490407438644366,0.2746592850127705,0.9188426798464221,2.9999999999999964,0.028135901081412392,0.0,1.508737063163487,0.0
 0.3207699733465695,2.0473687307342057,2.1491112721825902,0.2965194971171174,0.9623099200397084,2.999999999999996,0.027057478016094236,0.0,1.5169576259695208,0.0
 0.3347660431336698,2.0611309108493043,2.149187595265431,0.31775094191426084,1.0042981294010094,3.0,0.02603202547465581,0.0,1.5209549423341002,0.0
 0.34832742240961145,2.0750262028735427,2.1492696589803697,0.3383771887488715,1.0449822672288342,2.999999999999996,0.025056265394086917,0.0,1.5213752489145551,0.0
 0.36150196201746904,2.089053441416596,2.1493574091948187,0.3584206072241105,1.084505886052407,3.000000000000004,0.024127160967285264,0.0,1.518754199565016,0.0
 0.3743294720300182,2.103211461088137,2.1494507917761894,0.3779024419256319,1.1229884160900545,2.9999999999999956,0.023241895601247474,0.0,1.5135399323718293,0.0
 0.3868434727107933,2.11749909649784,2.149549752591894,0.39684288166971315,1.1605304181323797,2.9999999999999956,0.022397854536978026,0.0,1.506110294787443,0.0
 0.3990724854492123,2.131915182255378,2.1496542375093437,0.41526112365013285,1.1972174563476368,3.0,0.021592608506623052,0.0,1.4967859748127967,0.0
 0.4110410030876676,2.146458552970426,2.149764192395951,0.43317543299067235,1.2331230092630028,3.0000000000000093,0.020823898773930333,0.0,1.4858406730240452,0.0
 0.42277023174975553,2.1611280432526567,2.1498795631191263,0.450603198000002,1.2683106952492667,3.0000000000000093,0.020089621788968084,0.0,1.473509113276462,0.0
 0.434278666572227,2.1759224877117442,2.150000295546283,0.4675609815904619,1.3028359997166812,3.000000000000005,0.019387818542521727,0.0,1.4599934161394723,0.0
 0.4455825445669747,2.190840720957363,2.1501263355448312,0.4840645690396374,1.3367476337009243,3.000000000000005,0.018716662456510758,0.0,1.445468247977773,0.0
 0.45669620515403125,2.2058815775991856,2.150257628982184,0.5001290125370297,1.370088615462094,3.0,0.018074448499241214,0.0,1.4300850009376254,0.0
 0.46763238032980364,2.221043892246887,2.150394121725752,0.5157686726235281,1.402897140989411,3.0,0.017459584428423762,0.0,1.4139752373748635,0.0
 0.47840243052105685,2.2363264995101404,2.150535759642948,0.5309972568992446,1.4352072915631708,3.00000000000001,0.016870581964928754,0.0,1.3972535319618247,0.0
 0.4890165380248137,2.2517282339986195,2.1506824886011833,0.5458278560974913,1.4670496140744413,2.9999999999999947,0.016306049430792047,0.0,1.3800198504641772,0.0
 0.49948386697431646,2.2672479303219983,2.150834254467869,0.5602729778291435,1.4984516009229496,3.0,0.015764682639958158,0.0,1.3623615389017822,0.0
 0.5098126966289583,2.2828844230899508,2.150991003110418,0.5743445780924957,1.5294380898868751,2.9999999999999893,0.015245260908032387,0.0,1.3443550059218305,0.0
 0.5200105332147406,2.2986365469121504,2.151152680396241,0.5880540907561649,1.5600315996442218,3.0,0.014746639248067442,0.0,1.3260671519951435,0.0
 0.5300842043748955,2.314503136398271,2.1513192321927503,0.6014124551816471,1.5902526131246866,3.000000000000011,0.014267744104214726,0.0,1.307556581905724,0.0
 0.5400399394138169,2.3304830261579865,2.1514906043673574,0.6144301420594983,1.620119818241451,3.0,0.013807566531908661,0.0,1.2888746512671412,0.0
 0.5498834378521134,2.346575050800971,2.1516667427874743,0.6271171776764063,1.6496503135563403,3.0,0.01336515947738707,0.0,1.2700663578112315,0.0
 0.5596199283005907,2.3627780449368974,2.1518475933205123,0.6394831666381677,1.6788597849017723,3.0,0.012939631977500806,0.0,1.251171117625405,0.0
